hoja_origen,columna_1,columna_2,columna_3,columna_4,columna_5,columna_6,columna_7,columna_8,columna_9,columna_10,columna_11,columna_12,columna_13,columna_14,columna_15,columna_16,columna_17,columna_18,columna_19,columna_20
LISTA DE RECURSOS A.P.U.,01827,Caja octogonal 100x100x47 mm,UN,TUBERIAS ,PAVCO S.A.,2100,2100,2100,2100,2100,,,,,,,,,,
LISTA DE RECURSOS A.P.U.,01828,Caja electrica doble 107x107x48,UN,TUBERIAS ,PAVCO S.A.,2900,2900,2900,2900,2900,,,,,,,,,,
LISTA DE RECURSOS A.P.U.,01829,"Tuberia PVC rde 13.5  1/2""",ML,TUBERIAS POTABLES,PAVCO S.A.,1750,1750,1750,1750,1750,,,,,,,,,,
LISTA DE RECURSOS A.P.U.,01835,Soldadura liquida PVC 1/4 gl.,UN,TUBERIAS POTABLES,PAVCO S.A.,67900,67900,67900,67900,67900,,,,,,,,,,
LISTA DE RECURSOS A.P.U.,01838,Sold.liquida c.p.v.c. 1/4 gl.,UN,TUBERIAS POTABLES,PAVCO S.A.,110900,110900,110900,110900,110900,,,,,,,,,,
LISTA DE RECURSOS A.P.U.,01839,"Tuberia PVC rde 21  3/4""",ML,TUBERIAS POTABLES,PAVCO S.A.,3554,3554,3554,3554,3554,,,,,,,,,,
LISTA DE RECURSOS A.P.U.,01840,"Tuberia PVC rde 21  1""",ML,TUBERIAS POTABLES,PAVCO S.A.,4986,4986,4986,4986,4986,,,,,,,,,,
LISTA DE RECURSOS A.P.U.,01841,"Tuberia PVC rde 21  1 1/4""",ML,TUBERIAS POTABLES,PAVCO S.A.,8983,8983,8983,8983,8983,,,,,,,,,,
LISTA DE RECURSOS A.P.U.,01842,"Tuberia PVC rde 21  1 1/2""",ML,TUBERIAS POTABLES,PAVCO S.A.,11729,11729,11729,11729,11729,,,,,,,,,,
LISTA DE RECURSOS A.P.U.,01843,"Tuberia PVC rde 21  2""",ML,TUBERIAS POTABLES,PAVCO S.A.,17986,17986,17986,17986,17986,,,,,,,,,,
LISTA DE RECURSOS A.P.U.,01844,"Tuberia PVC rde 21  2 1/2""",ML,TUBERIAS POTABLES,PAVCO S.A.,29748,29748,29748,29748,29748,,,,,,,,,,
LISTA DE RECURSOS A.P.U.,01847,"Tee de 1/2""",UN,TUBERIAS POTABLES,PAVCO S.A.,878,878,878,878,878,,,,,,,,,,
LISTA DE RECURSOS A.P.U.,01848,"Tee de 3/4""",UN,TUBERIAS POTABLES,PAVCO S.A.,1483,1483,1483,1483,1483,,,,,,,,,,
LISTA DE RECURSOS A.P.U.,01849,"Tee de 1""",UN,TUBERIAS POTABLES,PAVCO S.A.,2900,2900,2900,2900,2900,,,,,,,,,,
LISTA DE RECURSOS A.P.U.,01851,"Tee de 1 1/4""",UN,TUBERIAS POTABLES,PAVCO S.A.,7488,7488,7488,7488,7488,,,,,,,,,,
LISTA DE RECURSOS A.P.U.,01852,"Tee de 1 1/2""",UN,TUBERIAS POTABLES,PAVCO S.A.,5650,5650,5650,5650,5650,,,,,,,,,,
LISTA DE RECURSOS A.P.U.,01853,"Tee de 2""",UN,TUBERIAS POTABLES,PAVCO S.A.,5000,5000,5000,5000,5000,,,,,,,,,,
LISTA DE RECURSOS A.P.U.,01854,"Tee de 2 1/2""",UN,TUBERIAS POTABLES,PAVCO S.A.,37124,37124,37124,37124,37124,,,,,,,,,,
LISTA DE RECURSOS A.P.U.,01857,"Codo 90 x 1/2""",UN,TUBERIAS POTABLES,PAVCO S.A.,666,666,666,666,666,,,,,,,,,,
LISTA DE RECURSOS A.P.U.,01858,"Codo 90 x 3/4""",UN,TUBERIAS POTABLES,PAVCO S.A.,1066,1066,1066,1066,1066,,,,,,,,,,
LISTA DE RECURSOS A.P.U.,01859,"Codo 90 x 1""",UN,TUBERIAS POTABLES,PAVCO S.A.,2083,2083,2083,2083,2083,,,,,,,,,,
LISTA DE RECURSOS A.P.U.,01860,"Codo 90 x 1 1/4""",UN,TUBERIAS POTABLES,PAVCO S.A.,4004,4004,4004,4004,4004,,,,,,,,,,
LISTA DE RECURSOS A.P.U.,01861,"Codo 90 x 1 1/2""",UN,TUBERIAS POTABLES,PAVCO S.A.,7454,7454,7454,7454,7454,,,,,,,,,,
LISTA DE RECURSOS A.P.U.,01862,"Codo 90 x 2""",UN,TUBERIAS POTABLES,PAVCO S.A.,12250,12250,12250,12250,12250,,,,,,,,,,
LISTA DE RECURSOS A.P.U.,01863,"Codo 90 x 2 1/2""",UN,TUBERIAS POTABLES,PAVCO S.A.,35277,35277,35277,35277,35277,,,,,,,,,,
LISTA DE RECURSOS A.P.U.,01866,"Union PVC de 1/2""",UN,TUBERIAS POTABLES,PAVCO S.A.,426,426,426,426,426,,,,,,,,,,
LISTA DE RECURSOS A.P.U.,01876,"Union PVC de 1""",UN,TUBERIAS POTABLES,PAVCO S.A.,1100,1100,1100,1100,1100,,,,,,,,,,
LISTA DE RECURSOS A.P.U.,01877,"Union PVC de 1 1/4""",UN,TUBERIAS POTABLES,PAVCO S.A.,2450,2450,2450,2450,2450,,,,,,,,,,
LISTA DE RECURSOS A.P.U.,01878,"Union PVC de 1 1/2""",UN,TUBERIAS POTABLES,PAVCO S.A.,2750,2750,2750,2750,2750,,,,,,,,,,
LISTA DE RECURSOS A.P.U.,01879,"Union PVC de 2""",UN,TUBERIAS POTABLES,PAVCO S.A.,4506,4506,4506,4506,4506,,,,,,,,,,
LISTA DE RECURSOS A.P.U.,01880,"Union PVC de 2 1/2""",UN,TUBERIAS POTABLES,PAVCO S.A.,10150,10150,10150,10150,10150,,,,,,,,,,
LISTA DE RECURSOS A.P.U.,01881,"Union de 3""",UN,TUBERIAS POTABLES,PAVCO S.A.,22086,22086,22086,22086,22086,,,,,,,,,,
LISTA DE RECURSOS A.P.U.,01892,"Adaptador macho de 1/2""",UN,TUBERIAS POTABLES,PAVCO S.A.,458,458,458,458,458,,,,,,,,,,
LISTA DE RECURSOS A.P.U.,01915,"Buje soldado de 3/4 x 1/2""",UN,TUBERIAS POTABLES,PAVCO S.A.,645,645,645,645,645,,,,,,,,,,
LISTA DE RECURSOS A.P.U.,01916,"Buje soldado de 1 x 1/2""",UN,TUBERIAS POTABLES,PAVCO S.A.,1283,1283,1283,1283,1283,,,,,,,,,,
LISTA DE RECURSOS A.P.U.,01949,"Tuberia c.p.v.c.  1/2""",ML,TUBERIAS POTABLES,PAVCO S.A.,7304,7304,7304,7304,7304,,,,,,,,,,
LISTA DE RECURSOS A.P.U.,01950,"Tuberia c.p.v.c.  3/4""",ML,TUBERIAS POTABLES,PAVCO S.A.,12003,12003,12003,12003,12003,,,,,,,,,,
LISTA DE RECURSOS A.P.U.,01951,"Tee c.p.v.c.  1/2""",UN,TUBERIAS POTABLES,PAVCO S.A.,2164,2164,2164,2164,2164,,,,,,,,,,
LISTA DE RECURSOS A.P.U.,01952,"Tee c.p.v.c.  3/4""",UN,TUBERIAS POTABLES,PAVCO S.A.,3429,3429,3429,3429,3429,,,,,,,,,,
LISTA DE RECURSOS A.P.U.,01953,"Codos c.p.v.c. 90 x 1/2""",UN,TUBERIAS POTABLES,PAVCO S.A.,1631,1631,1631,1631,1631,,,,,,,,,,
LISTA DE RECURSOS A.P.U.,01954,"Codos c.p.v.c. 90 x 3/4""",UN,TUBERIAS POTABLES,PAVCO S.A.,2949,2949,2949,2949,2949,,,,,,,,,,
LISTA DE RECURSOS A.P.U.,01957,"Union c.p.v.c. 1/2""",UN,TUBERIAS POTABLES,PAVCO S.A.,1185,1185,1185,1185,1185,,,,,,,,,,
LISTA DE RECURSOS A.P.U.,01958,"Union c.p.v.c. 3/4""",UN,TUBERIAS POTABLES,PAVCO S.A.,1750,1750,1750,1750,1750,,,,,,,,,,
LISTA DE RECURSOS A.P.U.,01962,"Adaptador macho c.p.v.c. 1/2""",UN,TUBERIAS POTABLES,PAVCO S.A.,1777,1777,1777,1777,1777,,,,,,,,,,
LISTA DE RECURSOS A.P.U.,01969,"Tuberia sanitaria 6""",ML,TUBERIAS SANITARIAS,PAVCO S.A.,32150,32150,32150,32150,32150,,,,,,,,,,
LISTA DE RECURSOS A.P.U.,01970,"Tuberia sanitaria 1 1/2""",ML,TUBERIAS SANITARIAS,PAVCO S.A.,8316.6667,8316.6667,8316.6667,8316.6667,8316.6667,,,,,,,,,,
LISTA DE RECURSOS A.P.U.,01971,"Tuberia sanitaria 2""",ML,TUBERIAS SANITARIAS,PAVCO S.A.,7650,7650,7650,7650,7650,,,,,,,,,,
LISTA DE RECURSOS A.P.U.,01972,"Tuberia sanitaria 3""",ML,TUBERIAS SANITARIAS,PAVCO S.A.,10816.6667,10816.6667,10816.6667,10816.6667,10816.6667,,,,,,,,,,
LISTA DE RECURSOS A.P.U.,01973,"Tuberia sanitaria 4""",ML,TUBERIAS SANITARIAS,PAVCO S.A.,15316.6667,15316.6667,15316.6667,15316.6667,15316.6667,,,,,,,,,,
LISTA DE RECURSOS A.P.U.,01976,"Tee sanitaria 1 1/2""",UN,TUBERIAS SANITARIAS,PAVCO S.A.,6095,6095,6095,6095,6095,,,,,,,,,,
LISTA DE RECURSOS A.P.U.,01977,"Tee sanitaria 2""",UN,TUBERIAS SANITARIAS,PAVCO S.A.,6985,6985,6985,6985,6985,,,,,,,,,,
LISTA DE RECURSOS A.P.U.,01980,"Tee sanitaria 4""",UN,TUBERIAS SANITARIAS,PAVCO S.A.,18101,18101,18101,18101,18101,,,,,,,,,,
LISTA DE RECURSOS A.P.U.,01981,"Tee sanitaria reducida 4 x 2""",UN,TUBERIAS SANITARIAS,PAVCO S.A.,29090,29090,29090,29090,29090,,,,,,,,,,
LISTA DE RECURSOS A.P.U.,01989,"Codo 90-1/4  cxc 1 1/2""",UN,TUBERIAS SANITARIAS,PAVCO S.A.,2921,2921,2921,2921,2921,,,,,,,,,,
LISTA DE RECURSOS A.P.U.,01990,"Codo 90-1/4  cxc 2""",UN,TUBERIAS SANITARIAS,PAVCO S.A.,3424,3424,3424,3424,3424,,,,,,,,,,
LISTA DE RECURSOS A.P.U.,01992,"Codo reventilado 3x2""",UN,TUBERIAS SANITARIAS,PAVCO S.A.,24236,24236,24236,24236,24236,,,,,,,,,,
LISTA DE RECURSOS A.P.U.,01993,"Codo 90-1/4  cxc 4""",UN,TUBERIAS SANITARIAS,PAVCO S.A.,13667,13667,13667,13667,13667,,,,,,,,,,
LISTA DE RECURSOS A.P.U.,01994,"Codo reventilado 4x2""",UN,TUBERIAS SANITARIAS,PAVCO S.A.,32154,32154,32154,32154,32154,,,,,,,,,,
LISTA DE RECURSOS A.P.U.,01995,"Codo 90-1/4  cxe 1.1/2""",UN,TUBERIAS SANITARIAS,PAVCO S.A.,3569,3569,3569,3569,3569,,,,,,,,,,
LISTA DE RECURSOS A.P.U.,01998,"Codo 90-1/4  cxe 4""",UN,TUBERIAS SANITARIAS,PAVCO S.A.,16848,16848,16848,16848,16848,,,,,,,,,,
LISTA DE RECURSOS A.P.U.,02000,"Codo 45-1/8  cxc 2""",UN,TUBERIAS SANITARIAS,PAVCO S.A.,4100,4100,4100,4100,4100,,,,,,,,,,
LISTA DE RECURSOS A.P.U.,02001,"Codo 45-1/8  cxc 3""",UN,TUBERIAS SANITARIAS,PAVCO S.A.,8810,8810,8810,8810,8810,,,,,,,,,,
LISTA DE RECURSOS A.P.U.,02002,"Codo 45-1/8  cxc 4""",UN,TUBERIAS SANITARIAS,PAVCO S.A.,15375,15375,15375,15375,15375,,,,,,,,,,
LISTA DE RECURSOS A.P.U.,02006,"Union sanitaria 6""",UN,TUBERIAS SANITARIAS,PAVCO S.A.,34903,34903,34903,34903,34903,,,,,,,,,,
LISTA DE RECURSOS A.P.U.,02007,"Union sanitaria 1 1/2""",UN,TUBERIAS SANITARIAS,PAVCO S.A.,2412,2412,2412,2412,2412,,,,,,,,,,
LISTA DE RECURSOS A.P.U.,02008,"Union sanitaria 2""",UN,TUBERIAS SANITARIAS,PAVCO S.A.,2762,2762,2762,2762,2762,,,,,,,,,,
LISTA DE RECURSOS A.P.U.,02009,"Union sanitaria 3""",UN,TUBERIAS SANITARIAS,PAVCO S.A.,3986,3986,3986,3986,3986,,,,,,,,,,
LISTA DE RECURSOS A.P.U.,02010,"Union sanitaria 4""",UN,TUBERIAS SANITARIAS,PAVCO S.A.,7962,7962,7962,7962,7962,,,,,,,,,,
LISTA DE RECURSOS A.P.U.,02014,"Buje soldado de 2 x 1 1/2""",UN,TUBERIAS SANITARIAS,PAVCO S.A.,2679,2679,2679,2679,2679,,,,,,,,,,
LISTA DE RECURSOS A.P.U.,02017,"Buje soldado de 4 x 2""",UN,TUBERIAS SANITARIAS,PAVCO S.A.,10152,10152,10152,10152,10152,,,,,,,,,,
LISTA DE RECURSOS A.P.U.,02020,"Yee sanitaria  2""",UN,TUBERIAS SANITARIAS,PAVCO S.A.,7856,7856,7856,7856,7856,,,,,,,,,,
LISTA DE RECURSOS A.P.U.,02021,"Yee sanitaria  3""",UN,TUBERIAS SANITARIAS,PAVCO S.A.,16136,16136,16136,16136,16136,,,,,,,,,,
LISTA DE RECURSOS A.P.U.,02023,"Yee sanitaria  4""",UN,TUBERIAS SANITARIAS,PAVCO S.A.,27822,27822,27822,27822,27822,,,,,,,,,,
LISTA DE RECURSOS A.P.U.,02024,"Yee sanitaria reducida 4 x 2""",UN,TUBERIAS SANITARIAS,PAVCO S.A.,23882,23882,23882,23882,23882,,,,,,,,,,
LISTA DE RECURSOS A.P.U.,02030,"Sifones 2""(sin codo)",UN,TUBERIAS SANITARIAS,PAVCO S.A.,5667,5667,5667,5667,5667,,,,,,,,,,
LISTA DE RECURSOS A.P.U.,02036,"Junta expansion de 3""",UN,TUBERIAS SANITARIAS,PAVCO S.A.,35265,35265,35265,35265,35265,,,,,,,,,,
LISTA DE RECURSOS A.P.U.,02037,"Junta expansion de 4""",UN,TUBERIAS SANITARIAS,PAVCO S.A.,39895,39895,39895,39895,39895,,,,,,,,,,
LISTA DE RECURSOS A.P.U.,02038,"Tuberia ventilacion 1 1/2""",ML,TUBERIAS SANITARIAS,PAVCO S.A.,5664,5664,5664,5664,5664,,,,,,,,,,
LISTA DE RECURSOS A.P.U.,02039,"Tuberia ventilacion 2""",ML,TUBERIAS SANITARIAS,PAVCO S.A.,8189,8189,8189,8189,8189,,,,,,,,,,
LISTA DE RECURSOS A.P.U.,02041,"Tuberia ventilacion 4""",ML,TUBERIAS SANITARIAS,PAVCO S.A.,18847,18847,18847,18847,18847,,,,,,,,,,
LISTA DE RECURSOS A.P.U.,02043,Viniltex gl,UN,ACABADOS ,PROMEDIO,98900,98900,98900,98900,98900,,,,,,,,,,
LISTA DE RECURSOS A.P.U.,02045,Intervinilo gl,UN,ACABADOS ,PINTUCO S.A.,63900,63900,63900,63900,63900,,,,,,,,,,
LISTA DE RECURSOS A.P.U.,02050,Esmalte sint.pintulux gl,UN,ACABADOS ,PROMEDIO,125900,125900,125900,125900,125900,,,,,,,,,,
LISTA DE RECURSOS A.P.U.,02064,Barniz sint.bril.pintulux gl,UN,ACABADOS ,PROMEDIO,142900,142900,142900,142900,142900,,,,,,,,,,
LISTA DE RECURSOS A.P.U.,02067,Pintulaca brillante gl,UN,ACABADOS ,PROMEDIO,120900,120900,120900,120900,120900,,,,,,,,,,
LISTA DE RECURSOS A.P.U.,02071,Tapaporos pintulaca gl,UN,ACABADOS ,PINTUCO S.A.,120900,120900,120900,120900,120900,,,,,,,,,,
LISTA DE RECURSOS A.P.U.,02072,Thinner  121.132 pintuco Gal,UN,ACABADOS ,PROMEDIO,52900,52900,52900,52900,52900,,,,,,,,,,
LISTA DE RECURSOS A.P.U.,02129,Pisomarmol nieve  33 x 33,M2,ENCHAPES Y PISOS ,PISOMARMOL,30000,30000,30000,30000,30000,,,,,,,,,,
LISTA DE RECURSOS A.P.U.,02167,Mosaico blanco liso 20 x 20,M2,ENCHAPES Y PISOS ,PISOMARMOL,39900,39900,39900,39900,39900,,,,,,,,,,
LISTA DE RECURSOS A.P.U.,02184,Mosaico jaspe b-n liso 25 x 25,M2,ENCHAPES Y PISOS ,PISOMARMOL,15000,15000,15000,15000,15000,,,,,,,,,,
LISTA DE RECURSOS A.P.U.,02217,Zocalo cemen. 20 negro-mostasa,ML,ENCHAPES Y PISOS ,PISOMARMOL,11000,11000,11000,11000,11000,,,,,,,,,,
LISTA DE RECURSOS A.P.U.,02226,Zocalo granito 33 pisomarmol,ML,ENCHAPES Y PISOS ,PROMEDIO,11550,11550,11550,11550,11550,,,,,,,,,,
LISTA DE RECURSOS A.P.U.,02258,Puerta Andes.  2.10x1.10,UN,CARPINTERIA ,PROMEDIO,95041.8,95041.8,95041.8,95041.8,95041.8,,,,,,,,,,
LISTA DE RECURSOS A.P.U.,02260,Puerta Andes.  2.0x1.10,UN,CARPINTERIA ,PROMEDIO,95041.8,95041.8,95041.8,95041.8,95041.8,,,,,,,,,,
LISTA DE RECURSOS A.P.U.,02268,Puerta int social 2.10x.71-80,UN,CARPINTERIA ,PROMEDIO,66756.9,66756.9,66756.9,66756.9,66756.9,,,,,,,,,,
LISTA DE RECURSOS A.P.U.,02269,Puerta int social2.10x1.10,UN,CARPINTERIA ,PROMEDIO,78316.35,78316.35,78316.35,78316.35,78316.35,,,,,,,,,,
LISTA DE RECURSOS A.P.U.,02270,Puerta Arq F-1 91-100,UN,CARPINTERIA ,PROMEDIO,172314.45,172314.45,172314.45,172314.45,172314.45,,,,,,,,,,
LISTA DE RECURSOS A.P.U.,02271,Puerta Arq F-2 91-100,UN,CARPINTERIA ,PROMEDIO,189507.15,189507.15,189507.15,189507.15,189507.15,,,,,,,,,,
LISTA DE RECURSOS A.P.U.,02274,Puerta Estilo F1 80x200,UN,CARPINTERIA ,PROMEDIO,171063.9,171063.9,171063.9,171063.9,171063.9,,,,,,,,,,
LISTA DE RECURSOS A.P.U.,02278,Puerta Estilo F1 Oku 91-100,UN,CARPINTERIA ,PROMEDIO,193143.3,193143.3,193143.3,193143.3,193143.3,,,,,,,,,,
LISTA DE RECURSOS A.P.U.,02280,Puerta Estilo F2 Oku 91-100,UN,CARPINTERIA ,PROMEDIO,202010.55,202010.55,202010.55,202010.55,202010.55,,,,,,,,,,
LISTA DE RECURSOS A.P.U.,02286,Sobrecosto mirilla completa,UN,CARPINTERIA ,PROMEDIO,32697,32697,32697,32697,32697,,,,,,,,,,
LISTA DE RECURSOS A.P.U.,02307,Elementos vert. ref. 011 - 014,ML,CARPINTERIA ,PROMEDIO,16747.5,16747.5,16747.5,16747.5,16747.5,,,,,,,,,,
LISTA DE RECURSOS A.P.U.,02333,Madera de Abarco 2x2x15 ,UN,CARPINTERIA ,PUERTAS Y MADERAS EL SELLA,26000,26000,26000,26000,26000,,,,,,,,,,
LISTA DE RECURSOS A.P.U.,02334,Madera de Abarco 2x1x15,UN,CARPINTERIA ,PUERTAS Y MADERAS EL SELLA,13050,13050,13050,13050,13050,,,,,,,,,,
LISTA DE RECURSOS A.P.U.,02336,Abarco 2x4x15,UN,CARPINTERIA ,PROMEDIO,24360,24360,24360,24360,24360,,,,,,,,,,
LISTA DE RECURSOS A.P.U.,02341,Madera de Abarco 2x4x15,UN,CARPINTERIA ,PUERTAS Y MADERAS EL SELLA,17400,17400,17400,17400,17400,,,,,,,,,,
LISTA DE RECURSOS A.P.U.,02347,Cerradura Saturno bano,UN,CERRADURAS ,SCHLAGE,47900,47900,47900,47900,47900,,,,,,,,,,
LISTA DE RECURSOS A.P.U.,02348,Cerradura Orbit-gold a50pd alcob,UN,CERRADURAS ,SCHLAGE,98900,98900,98900,98900,98900,,,,,,,,,,
LISTA DE RECURSOS A.P.U.,02349,Cerradura novo-al a50ws alcob,UN,CERRADURAS ,SCHLAGE,66200,66200,66200,66200,66200,,,,,,,,,,
LISTA DE RECURSOS A.P.U.,02350,Cerradura novo-al a80pd acceso,UN,CERRADURAS ,SCHLAGE,81100,81100,81100,81100,81100,,,,,,,,,,
LISTA DE RECURSOS A.P.U.,02352,Cerrbellwood-golda40s bano,UN,CERRADURAS ,SCHLAGE,49500,49500,49500,49500,49500,,,,,,,,,,
LISTA DE RECURSOS A.P.U.,02353,Cerrbellwood-golda50wd ofic,UN,CERRADURAS ,SCHLAGE,52300,52300,52300,52300,52300,,,,,,,,,,
LISTA DE RECURSOS A.P.U.,02354,Cerrbellwood-golda50ws alco,UN,CERRADURAS ,SCHLAGE,46900,46900,46900,46900,46900,,,,,,,,,,
LISTA DE RECURSOS A.P.U.,02355,Cerrbellwood-golda80pd acces,UN,CERRADURAS ,SCHLAGE,81000,81000,81000,81000,81000,,,,,,,,,,
LISTA DE RECURSOS A.P.U.,02356,Cerrbellwood-golda87pd a/pal,UN,CERRADURAS ,SCHLAGE,60900,60900,60900,60900,60900,,,,,,,,,,
LISTA DE RECURSOS A.P.U.,02367,Plastocrete 169 HE,KG,ADITIVOS DE  CONSTRUCCION ,SIKA ANDINA S.A.,27145,27145,27145,27145,27145,,,,,,,,,,
LISTA DE RECURSOS A.P.U.,02371,Sika transparente 5 Años,GL,ADITIVOS DE  CONSTRUCCION ,SIKA ANDINA S.A.,137180,137180,137180,137180,137180,,,,,,,,,,
LISTA DE RECURSOS A.P.U.,02372,Sika -1,KG,ADITIVOS DE  CONSTRUCCION ,SIKA ANDINA S.A.,24975,24975,24975,24975,24975,,,,,,,,,,
LISTA DE RECURSOS A.P.U.,02379,Antisol rojo 16 Kg,UN,ADITIVOS DE  CONSTRUCCION ,SIKA ANDINA S.A.,511900,511900,511900,511900,511900,,,,,,,,,,
LISTA DE RECURSOS A.P.U.,02388,Acero de 40000 PSI,Kg,ACEROS ,PROMEDIO,6651.75,6651.75,6651.75,6651.75,6651.75,,,,,,,,,,
LISTA DE RECURSOS A.P.U.,02389,Acero de 60000 PSI,Kg,ACEROS ,PROMEDIO,6150,6150,6150,6150,6150,,,,,,,,,,
LISTA DE RECURSOS A.P.U.,02413,"Varilla 3/8"" ( 9 mm)40000 psi",UN,ACEROS ,PROMEDIO,17900,17900,17900,17900,17900,,,,,,,,,,
LISTA DE RECURSOS A.P.U.,02415,Malla electrosol. M064 ,UN,ACEROS ,PROMEDIO,483258,483258,483258,483258,483258,,,,,,,,,,
LISTA DE RECURSOS A.P.U.,02417,Malla electrosol. M106 ,UN,ACEROS ,PROMEDIO,741450,741450,741450,741450,741450,,,,,,,,,,
LISTA DE RECURSOS A.P.U.,02438,Master Seal 302 Impermeab.,KG,ADITIVOS DE  CONSTRUCCION ,PROMEDIO,11745,11745,11745,11745,11745,,,,,,,,,,
LISTA DE RECURSOS A.P.U.,02448,"Tubo de 6""(.15x1.24) Clase 1",UN,TUBERIAS CONCRETO,TITAN DEL CARIBE,26500,26500,26500,26500,26500,,,,,,,,,,
LISTA DE RECURSOS A.P.U.,02449,"Tubo de 8""(.20x1.24) Clase 1",UN,TUBERIAS CONCRETO,TITAN DEL CARIBE,49800,49800,49800,49800,49800,,,,,,,,,,
LISTA DE RECURSOS A.P.U.,02450,"Tubo de 10""(.25x1.24) Clase 1",UN,TUBERIAS CONCRETO,TITAN DEL CARIBE,59880,59880,59880,59880,59880,,,,,,,,,,
LISTA DE RECURSOS A.P.U.,02451,"Tubo de 12""(.30x1.24) Clase 1",UN,TUBERIAS CONCRETO,TITAN DEL CARIBE,83150,83150,83150,83150,83150,,,,,,,,,,
LISTA DE RECURSOS A.P.U.,02452,"Tubo de 14""(.35x1.24) Clase 1",UN,TUBERIAS CONCRETO,TITAN DEL CARIBE,99124,99124,99124,99124,99124,,,,,,,,,,
LISTA DE RECURSOS A.P.U.,02453,"Tubo de 16""(.40x1.24) Clase 1",UN,TUBERIAS CONCRETO,TITAN DEL CARIBE,132114,132114,132114,132114,132114,,,,,,,,,,
LISTA DE RECURSOS A.P.U.,02454,"Tubo de 18""(.45x1.24) Clase 1",UN,TUBERIAS CONCRETO,TITAN DEL CARIBE,178870,178870,178870,178870,178870,,,,,,,,,,
LISTA DE RECURSOS A.P.U.,02455,"Tubo de 20""(.50x1.24) Clase 1",UN,TUBERIAS CONCRETO,TITAN DEL CARIBE,209000,209000,209000,209000,209000,,,,,,,,,,
LISTA DE RECURSOS A.P.U.,02456,"Tubo de 24""(.60x1.24) Clase 1",UN,TUBERIAS CONCRETO,TITAN DEL CARIBE,527000,527000,527000,527000,527000,,,,,,,,,,
LISTA DE RECURSOS A.P.U.,02520,Tabla cativo 3/4x15,UN,CARPINTERIA ,PROMEDIO,11500,11500,11500,11500,11500,,,,,,,,,,
LISTA DE RECURSOS A.P.U.,02521,Galon concretero,UN,CONCRETOS Y CEMENTOS ,PROMEDIO,2000,2000,2000,2000,2000,,,,,,,,,,
LISTA DE RECURSOS A.P.U.,02587,Collar deriv Union R 4x1/2,UN,TUBERIAS ACUEDUCTOS,PAVCO S.A.,21354,21354,21354,21354,21354,,,,,,,,,,
LISTA DE RECURSOS A.P.U.,02589,Collar deriv Union R 8x1,UN,TUBERIAS ACUEDUCTOS,PAVCO S.A.,60036,60036,60036,60036,60036,,,,,,,,,,
LISTA DE RECURSOS A.P.U.,02688,"TB Union R RDE 21 2""",ML,TUBERIAS ACUEDUCTOS,PAVCO S.A.,11463,11463,11463,11463,11463,,,,,,,,,,
LISTA DE RECURSOS A.P.U.,02689,TB Union R RDE 21 2.1/2,ML,TUBERIAS ACUEDUCTOS,PAVCO S.A.,25087,25087,25087,25087,25087,,,,,,,,,,
LISTA DE RECURSOS A.P.U.,02690,"TB Union R RDE 21 3""",ML,TUBERIAS ACUEDUCTOS,PAVCO S.A.,25087,25087,25087,25087,25087,,,,,,,,,,
LISTA DE RECURSOS A.P.U.,02691,"TB Union R RDE 21 6""",ML,TUBERIAS ACUEDUCTOS,PAVCO S.A.,90378,90378,90378,90378,90378,,,,,,,,,,
LISTA DE RECURSOS A.P.U.,02692,"TB Union R RDE 21 8""",ML,TUBERIAS ACUEDUCTOS,PAVCO S.A.,153089,153089,153089,153089,153089,,,,,,,,,,
LISTA DE RECURSOS A.P.U.,02693,"TB Union R RDE 21 4""",ML,TUBERIAS ACUEDUCTOS,PAVCO S.A.,41391,41391,41391,41391,41391,,,,,,,,,,
LISTA DE RECURSOS A.P.U.,02694,"TB Union R RDE 21 10""",ML,TUBERIAS ACUEDUCTOS,PAVCO S.A.,240994,240994,240994,240994,240994,,,,,,,,,,
LISTA DE RECURSOS A.P.U.,02695,"TB Union R RDE 21 12""",ML,TUBERIAS ACUEDUCTOS,PAVCO S.A.,337196,337196,337196,337196,337196,,,,,,,,,,
LISTA DE RECURSOS A.P.U.,02696,"TB Union R RDE 21 16""",ML,TUBERIAS ACUEDUCTOS,PAVCO S.A.,548847,548847,548847,548847,548847,,,,,,,,,,
LISTA DE RECURSOS A.P.U.,02759,Uniones R 6”,UN,TUBERIAS ACUEDUCTOS,PAVCO S.A.,155978,155978,155978,155978,155978,,,,,,,,,,
LISTA DE RECURSOS A.P.U.,02760,Uniones R 8”,UN,TUBERIAS ACUEDUCTOS,PAVCO S.A.,286563,286563,286563,286563,286563,,,,,,,,,,
LISTA DE RECURSOS A.P.U.,02761,Unión R 10”,UN,TUBERIAS ACUEDUCTOS,PAVCO S.A.,511998,511998,511998,511998,511998,,,,,,,,,,
LISTA DE RECURSOS A.P.U.,02762,Uniones R 12”,UN,TUBERIAS ACUEDUCTOS,PAVCO S.A.,793864,793864,793864,793864,793864,,,,,,,,,,
LISTA DE RECURSOS A.P.U.,02763,Uniones R 2”,UN,TUBERIAS ACUEDUCTOS,PAVCO S.A.,23992,23992,23992,23992,23992,,,,,,,,,,
LISTA DE RECURSOS A.P.U.,02764,Uniones R 2.1/2”,UN,TUBERIAS ACUEDUCTOS,PAVCO S.A.,31260,31260,31260,31260,31260,,,,,,,,,,
